n,correct,additions,multiplications,matrix_additions,matrix_multiplications,matrix_inversions,matrix_lu_factorizations,time
207,true,52138437,9521209,28410651,11047565,2843,412,2.9922029972076416
208,true,52152488,9521848,28410816,11047621,2865,414,2.98691987991333
209,true,52358797,9522217,28410881,11047642,2877,416,2.9926979541778564
210,true,52432392,9522809,28410966,11047670,2891,418,2.9874989986419678
211,true,52448170,9523207,28411071,11047705,2907,420,2.984527111053467
212,true,52471362,9523830,28411196,11047747,2925,422,2.9877870082855225
213,true,52482646,9524231,28411301,11047782,2941,424,2.9861888885498047
214,false,52484928,9524859,28411426,11047824,2959,426,2.9859650135040283
215,true,52487947,9525289,28411571,11047873,2979,428,3.165400981903076
216,true,52491592,9525948,28411736,11047929,3001,430,3.1299378871917725
217,false,52546114,9526355,28411841,11047964,3017,432,3.0041520595550537
218,true,52562258,9526993,28411966,11048006,3035,434,2.992271900177002
219,true,52564795,9527429,28412111,11048055,3055,436,2.98974609375
220,true,52568462,9528098,28412276,11048111,3077,438,2.9955780506134033
221,true,52579949,9528537,28412421,11048160,3097,440,2.9866628646850586
222,true,52581586,9529211,28412586,11048216,3119,442,2.978803873062134
223,true,52583476,9529679,28412771,11048279,3143,444,2.9916481971740723
224,false,52585504,9530384,28412976,11048349,3169,446,2.993736982345581
225,true,53408587,9530777,28413041,11048370,3181,448,2.9834320545196533
226,false,53718220,9531409,28413126,11048398,3195,450,3.1242408752441406
227,true,53793338,9531831,28413231,11048433,3211,452,2.997828960418701
228,true,53902474,9532494,28413356,11048475,3229,454,2.995105028152466
229,true,53921740,9532919,28413461,11048510,3245,456,2.992729902267456
230,false,53934704,9533587,28413586,11048552,3263,458,2.9896790981292725
231,false,53951833,9534041,28413731,11048601,3283,460,2.993588924407959
232,false,53973008,9534740,28413896,11048657,3305,462,2.9870879650115967
233,false,54031352,9535171,28414001,11048692,3321,464,2.9846081733703613
234,true,54048654,9535849,28414126,11048734,3339,466,2.9913079738616943
235,false,54051493,9536309,28414271,11048783,3359,468,2.9854228496551514
236,false,54055678,9537018,28414436,11048839,3381,470,3.231549024581909
237,false,54068111,9537481,28414581,11048888,3401,472,2.996190071105957
238,true,54070118,9538195,28414746,11048944,3423,474,2.9925730228424072
239,true,54072530,9538687,28414931,11049007,3447,476,2.991183042526245
240,true,54075224,9539432,28415136,11049077,3473,478,2.99058198928833
241,true,54312136,9539875,28415241,11049112,3489,480,2.985661029815674
242,false,54396406,9540573,28415366,11049154,3507,482,2.9897260665893555
243,true,54414107,9541045,28415511,11049203,3527,484,2.9860029220581055
244,true,54440174,9541774,28415676,11049259,3549,486,2.9873239994049072
245,true,54452725,9542249,28415821,11049308,3569,488,3.1865220069885254
246,true,54454778,9542983,28415986,11049364,3591,490,3.1367859840393066
247,false,54457528,9543487,28416171,11049427,3615,492,3.1323671340942383
248,false,54460848,9544252,28416376,11049497,3641,494,2.992668867111206
249,false,54522897,9544733,28416521,11049546,3661,496,2.98732590675354
250,true,54540824,9545477,28416686,11049602,3683,498,2.9914841651916504
251,false,54543016,9545987,28416871,11049665,3707,500,2.9821040630340576
252,true,54546354,9546762,28417076,11049735,3733,502,2.9895927906036377
253,false,54558784,9547275,28417261,11049798,3757,504,2.98508620262146
254,false,54559796,9548055,28417466,11049868,3783,506,3.2618050575256348
255,true,54560949,9548597,28417691,11049945,3811,508,3.0076630115509033
256,true,54562112,9549408,28417936,11050029,3841,510,2.9930741786956787
257,true,205505243,41667971,124772443,48521225,3845,512,13.182522058486938
258,false,263551711,54021761,161831838,62933210,3851,514,17.10093593597412
259,true,278471827,57198675,171361351,66639129,3859,516,18.78192710876465
260,false,300024028,61787638,185126212,71992127,3869,518,19.574345111846924
